week,region,avg_temp,avg_prcp,income_region,evento_deportivo,evento_social,feriado
2022-02-05,Region F,19.39714285714286,10.406,,,,
2022-02-12,Region D,20.97142857142857,3.5999999999999996,,,,
2022-02-12,Region E,20.411428571428573,2.9519999999999995,,,,
2022-02-12,Region B,20.611428571428572,3.3839999999999995,,,,
2022-02-12,Region A,20.22142857142857,0.7919999999999999,,,,
2022-02-12,Region G,19.81142857142857,2.4839999999999995,,,,
2022-02-12,Region C,24.161428571428573,4.752,,,,
2022-02-12,Region H,11.431428571428572,2.6999999999999997,,,,
2022-02-12,Region F,17.01142857142857,3.0959999999999996,,,,
2022-02-19,Region D,23.02857142857143,0.2,,,,
2022-02-19,Region E,22.46857142857143,0.164,,,,
2022-02-19,Region B,22.66857142857143,0.188,,,,
2022-02-19,Region A,22.27857142857143,0.044000000000000004,,,,
2022-02-19,Region G,21.86857142857143,0.13799999999999998,,,,
2022-02-19,Region C,26.21857142857143,0.264,,,,
2022-02-19,Region H,13.48857142857143,0.15000000000000002,,,,
2022-02-19,Region F,19.068571428571428,0.17200000000000001,,,,
2022-02-26,Region D,22.45714285714286,68.2,,,,
2022-02-26,Region E,21.89714285714286,55.924,,,,
2022-02-26,Region B,22.09714285714286,64.108,,,,
2022-02-26,Region A,21.70714285714286,15.004000000000001,,,,
2022-02-26,Region G,21.29714285714286,47.058,,,,
2022-02-26,Region C,25.64714285714286,90.024,,,,
2022-02-26,Region H,12.91714285714286,51.150000000000006,,,,
2022-02-26,Region F,18.497142857142858,58.652,,,,
2022-03-05,Region D,23.2,263.5,,0.0,0.0,2.0
2022-03-05,Region E,22.64,216.07,,0.0,0.0,2.0
2022-03-05,Region B,22.84,247.69,,0.0,0.0,2.0
2022-03-05,Region A,22.45,57.97,,0.0,0.0,2.0
2022-03-05,Region G,22.04,181.815,,0.0,0.0,2.0
2022-03-05,Region C,26.39,347.82,,0.0,0.0,2.0
2022-03-05,Region H,13.66,197.625,,0.0,0.0,2.0
2022-03-05,Region F,19.24,226.60999999999999,,0.0,0.0,2.0
2022-03-12,Region D,21.357142857142858,25.099999999999998,,,,
2022-03-12,Region E,20.79714285714286,20.581999999999997,,,,
2022-03-12,Region B,20.997142857142858,23.593999999999998,,,,
2022-03-12,Region A,20.607142857142858,5.521999999999999,,,,
2022-03-12,Region G,20.197142857142858,17.318999999999996,,,,
2022-03-12,Region C,24.54714285714286,33.132,,,,
2022-03-12,Region H,11.817142857142859,18.825,,,,
2022-03-12,Region F,17.397142857142857,21.586,,,,
2022-03-19,Region D,20.900000000000002,21.9,,,,
2022-03-19,Region E,20.340000000000003,17.958,,,,
2022-03-19,Region B,20.540000000000003,20.586,,,,
2022-03-19,Region A,20.150000000000002,4.818,,,,
2022-03-19,Region G,19.740000000000002,15.110999999999997,,,,
2022-03-19,Region C,24.090000000000003,28.908,,,,
2022-03-19,Region H,11.360000000000003,16.424999999999997,,,,
2022-03-19,Region F,16.94,18.834,,,,
2022-03-26,Region D,18.385714285714283,45.800000000000004,,,,
2022-03-26,Region E,17.825714285714284,37.556000000000004,,,,
2022-03-26,Region B,18.025714285714283,43.052,,,,
2022-03-26,Region A,17.635714285714283,10.076,,,,
2022-03-26,Region G,17.225714285714282,31.602,,,,
2022-03-26,Region C,21.575714285714284,60.45600000000001,,,,
2022-03-26,Region H,8.845714285714283,34.35,,,,
2022-03-26,Region F,14.425714285714282,39.388000000000005,,,,
2022-04-02,Region D,18.0,2.9,,,,
2022-04-02,Region E,17.44,2.3779999999999997,,,,
2022-04-02,Region B,17.64,2.726,,,,
2022-04-02,Region A,17.25,0.638,,,,
2022-04-02,Region G,16.84,2.001,,,,
2022-04-02,Region C,21.19,3.828,,,,
2022-04-02,Region H,8.46,2.175,,,,
2022-04-02,Region F,14.04,2.4939999999999998,,,,
2022-04-09,Region D,19.0,0.0,,0.0,0.0,2.0
2022-04-09,Region E,18.44,0.0,,0.0,0.0,2.0
2022-04-09,Region B,18.64,0.0,,0.0,0.0,2.0
2022-04-09,Region A,18.25,0.0,,0.0,0.0,2.0
2022-04-09,Region G,17.84,0.0,,0.0,0.0,2.0
2022-04-09,Region C,22.19,0.0,,0.0,0.0,2.0
2022-04-09,Region H,9.46,0.0,,0.0,0.0,2.0
2022-04-09,Region F,15.04,0.0,,0.0,0.0,2.0
2022-04-16,Region D,18.114285714285714,20.5,,,,
2022-04-16,Region E,17.554285714285715,16.81,,,,
2022-04-16,Region B,17.754285714285714,19.27,,,,
2022-04-16,Region A,17.364285714285714,4.51,,,,
2022-04-16,Region G,16.954285714285714,14.145,,,,
2022-04-16,Region C,21.304285714285715,27.060000000000002,,,,
2022-04-16,Region H,8.574285714285715,15.375,,,,
2022-04-16,Region F,14.154285714285713,17.63,,,,
2022-04-23,Region D,18.185714285714287,6.3,,,,
2022-04-23,Region E,17.625714285714288,5.1659999999999995,,,,
2022-04-23,Region B,17.825714285714287,5.922,,,,
2022-04-23,Region A,17.435714285714287,1.386,,,,
2022-04-23,Region G,17.025714285714287,4.3469999999999995,,,,
2022-04-23,Region C,21.375714285714288,8.316,,,,
2022-04-23,Region H,8.645714285714288,4.725,,,,
2022-04-23,Region F,14.225714285714286,5.418,,,,
2022-04-30,Region D,16.771428571428572,49.8,,,,
2022-04-30,Region E,16.211428571428574,40.836,,,,
2022-04-30,Region B,16.411428571428573,46.812,,,,
2022-04-30,Region A,16.021428571428572,10.956,,,,
2022-04-30,Region G,15.611428571428572,34.361999999999995,,,,
2022-04-30,Region C,19.961428571428574,65.736,,,,
2022-04-30,Region H,7.231428571428573,37.349999999999994,,,,
2022-04-30,Region F,12.811428571428571,42.827999999999996,,,,
2022-05-07,Region D,15.185714285714285,0.4,,0.0,0.0,1.0
2022-05-07,Region E,14.625714285714285,0.328,,0.0,0.0,1.0
2022-05-07,Region B,14.825714285714286,0.376,,0.0,0.0,1.0
2022-05-07,Region A,14.435714285714285,0.08800000000000001,,0.0,0.0,1.0
2022-05-07,Region G,14.025714285714285,0.27599999999999997,,0.0,0.0,1.0
2022-05-07,Region C,18.375714285714285,0.528,,0.0,0.0,1.0
2022-05-07,Region H,5.645714285714286,0.30000000000000004,,0.0,0.0,1.0
2022-05-07,Region F,11.225714285714286,0.34400000000000003,,0.0,0.0,1.0
2022-05-14,Region D,16.099999999999998,0.0,,,,
2022-05-14,Region E,15.539999999999997,0.0,,,,
2022-05-14,Region B,15.739999999999998,0.0,,,,
2022-05-14,Region A,15.349999999999998,0.0,,,,
2022-05-14,Region G,14.939999999999998,0.0,,,,
2022-05-14,Region C,19.29,0.0,,,,
2022-05-14,Region H,6.559999999999999,0.0,,,,
2022-05-14,Region F,12.139999999999997,0.0,,,,
2022-05-21,Region D,12.614285714285716,0.0,,,,
2022-05-21,Region E,12.054285714285715,0.0,,,,
2022-05-21,Region B,12.254285714285716,0.0,,,,
2022-05-21,Region A,11.864285714285716,0.0,,,,
2022-05-21,Region G,11.454285714285716,0.0,,,,
2022-05-21,Region C,15.804285714285715,0.0,,,,
2022-05-21,Region H,3.0742857142857165,0.0,,,,
2022-05-21,Region F,8.654285714285717,0.0,,,,
2022-05-28,Region D,13.200000000000001,4.1,,0.0,0.0,1.0
2022-05-28,Region E,12.64,3.3619999999999997,,0.0,0.0,1.0
2022-05-28,Region B,12.840000000000002,3.8539999999999996,,0.0,0.0,1.0
2022-05-28,Region A,12.450000000000001,0.9019999999999999,,0.0,0.0,1.0
2022-05-28,Region G,12.040000000000001,2.8289999999999997,,0.0,0.0,1.0
2022-05-28,Region C,16.39,5.412,,0.0,0.0,1.0
2022-05-28,Region H,3.660000000000002,3.0749999999999997,,0.0,0.0,1.0
2022-05-28,Region F,9.240000000000002,3.526,,0.0,0.0,1.0
2022-06-04,Region D,9.471428571428573,0.0,,,,
2022-06-04,Region E,8.911428571428573,0.0,,,,
2022-06-04,Region B,9.111428571428574,0.0,,,,
2022-06-04,Region A,8.721428571428573,0.0,,,,
2022-06-04,Region G,8.311428571428573,0.0,,,,
2022-06-04,Region C,12.661428571428573,0.0,,,,
2022-06-04,Region H,-0.06857142857142584,0.0,,,,
2022-06-04,Region F,5.511428571428573,0.0,,,,
2022-06-11,Region D,10.22857142857143,0.6,,,,
2022-06-11,Region E,9.668571428571429,0.49199999999999994,,,,
2022-06-11,Region B,9.86857142857143,0.564,,,,
2022-06-11,Region A,9.47857142857143,0.132,,,,
2022-06-11,Region G,9.06857142857143,0.414,,,,
2022-06-11,Region C,13.418571428571429,0.792,,,,
2022-06-11,Region H,0.6885714285714304,0.44999999999999996,,,,
2022-06-11,Region F,6.26857142857143,0.516,,,,
2022-06-18,Region D,11.285714285714286,0.0,,,,
2022-06-18,Region E,10.725714285714286,0.0,,,,
2022-06-18,Region B,10.925714285714287,0.0,,,,
2022-06-18,Region A,10.535714285714286,0.0,,,,
2022-06-18,Region G,10.125714285714286,0.0,,,,
2022-06-18,Region C,14.475714285714286,0.0,,,,
2022-06-18,Region H,1.7457142857142873,0.0,,,,
2022-06-18,Region F,7.3257142857142865,0.0,,,,
2022-06-25,Region D,9.828571428571427,0.2,,,,
2022-06-25,Region E,9.268571428571427,0.164,,,,
2022-06-25,Region B,9.468571428571428,0.188,,,,
2022-06-25,Region A,9.078571428571427,0.044000000000000004,,,,
2022-06-25,Region G,8.668571428571427,0.13799999999999998,,,,
2022-06-25,Region C,13.018571428571427,0.264,,,,
2022-06-25,Region H,0.28857142857142826,0.15000000000000002,,,,
2022-06-25,Region F,5.868571428571427,0.17200000000000001,,,,
2022-07-02,Region D,11.242857142857144,12.6,,,,
2022-07-02,Region E,10.682857142857143,10.331999999999999,,,,
2022-07-02,Region B,10.882857142857144,11.844,,,,
2022-07-02,Region A,10.492857142857144,2.772,,,,
2022-07-02,Region G,10.082857142857144,8.693999999999999,,,,
2022-07-02,Region C,14.432857142857143,16.632,,,,
2022-07-02,Region H,1.7028571428571446,9.45,,,,
2022-07-02,Region F,7.282857142857144,10.836,,,,
2022-07-09,Region D,11.071428571428571,1.4,,0.0,0.0,1.0
2022-07-09,Region E,10.51142857142857,1.148,,0.0,0.0,1.0
2022-07-09,Region B,10.711428571428572,1.3159999999999998,,0.0,0.0,1.0
2022-07-09,Region A,10.321428571428571,0.308,,0.0,0.0,1.0
2022-07-09,Region G,9.911428571428571,0.9659999999999999,,0.0,0.0,1.0
2022-07-09,Region C,14.26142857142857,1.8479999999999999,,0.0,0.0,1.0
2022-07-09,Region H,1.531428571428572,1.0499999999999998,,0.0,0.0,1.0
2022-07-09,Region F,7.111428571428571,1.204,,0.0,0.0,1.0
2022-07-16,Region D,11.685714285714285,0.8,,,,
2022-07-16,Region E,11.125714285714285,0.656,,,,
2022-07-16,Region B,11.325714285714286,0.752,,,,
2022-07-16,Region A,10.935714285714285,0.17600000000000002,,,,
2022-07-16,Region G,10.525714285714285,0.5519999999999999,,,,
2022-07-16,Region C,14.875714285714285,1.056,,,,
2022-07-16,Region H,2.145714285714286,0.6000000000000001,,,,
2022-07-16,Region F,7.725714285714285,0.6880000000000001,,,,
2022-07-23,Region D,11.785714285714286,0.0,,0.0,1.0,0.0
2022-07-23,Region E,11.225714285714286,0.0,,0.0,1.0,0.0
2022-07-23,Region B,11.425714285714287,0.0,,0.0,1.0,0.0
2022-07-23,Region A,11.035714285714286,0.0,,0.0,1.0,0.0
2022-07-23,Region G,10.625714285714286,0.0,,0.0,1.0,0.0
2022-07-23,Region C,14.975714285714286,0.0,,0.0,1.0,0.0
2022-07-23,Region H,2.2457142857142873,0.0,,0.0,1.0,0.0
2022-07-23,Region F,7.8257142857142865,0.0,,0.0,1.0,0.0
2022-07-30,Region D,14.0,26.5,,,,
2022-07-30,Region E,13.44,21.73,,,,
2022-07-30,Region B,13.64,24.91,,,,
2022-07-30,Region A,13.25,5.83,,,,
2022-07-30,Region G,12.84,18.285,,,,
2022-07-30,Region C,17.19,34.980000000000004,,,,
2022-07-30,Region H,4.460000000000001,19.875,,,,
2022-07-30,Region F,10.04,22.79,,,,
2022-08-06,Region D,12.442857142857141,0.0,,,,
2022-08-06,Region E,11.88285714285714,0.0,,,,
2022-08-06,Region B,12.082857142857142,0.0,,,,
2022-08-06,Region A,11.692857142857141,0.0,,,,
2022-08-06,Region G,11.282857142857141,0.0,,,,
2022-08-06,Region C,15.63285714285714,0.0,,,,
2022-08-06,Region H,2.902857142857142,0.0,,,,
2022-08-06,Region F,8.482857142857142,0.0,,,,
2022-08-13,Region D,12.542857142857143,0.4,,,,
2022-08-13,Region E,11.982857142857142,0.328,,,,
2022-08-13,Region B,12.182857142857143,0.376,,,,
2022-08-13,Region A,11.792857142857143,0.08800000000000001,,,,
2022-08-13,Region G,11.382857142857143,0.27599999999999997,,,,
2022-08-13,Region C,15.732857142857142,0.528,,,,
2022-08-13,Region H,3.0028571428571436,0.30000000000000004,,,,
2022-08-13,Region F,8.582857142857144,0.34400000000000003,,,,
2022-08-20,Region D,12.857142857142858,0.7,,,,
2022-08-20,Region E,12.297142857142857,0.574,,,,
2022-08-20,Region B,12.497142857142858,0.6579999999999999,,,,
2022-08-20,Region A,12.107142857142858,0.154,,,,
2022-08-20,Region G,11.697142857142858,0.48299999999999993,,,,
2022-08-20,Region C,16.04714285714286,0.9239999999999999,,,,
2022-08-20,Region H,3.3171428571428585,0.5249999999999999,,,,
2022-08-20,Region F,8.897142857142857,0.602,,,,
2022-08-27,Region D,14.557142857142859,13.0,,,,
2022-08-27,Region E,13.997142857142858,10.66,,,,
2022-08-27,Region B,14.19714285714286,12.219999999999999,,,,
2022-08-27,Region A,13.807142857142859,2.86,,,,
2022-08-27,Region G,13.397142857142859,8.969999999999999,,,,
2022-08-27,Region C,17.747142857142858,17.16,,,,
2022-08-27,Region H,5.01714285714286,9.75,,,,
2022-08-27,Region F,10.59714285714286,11.18,,,,
2022-09-03,Region D,12.757142857142856,1.3,,,,
2022-09-03,Region E,12.197142857142856,1.066,,,,
2022-09-03,Region B,12.397142857142857,1.222,,,,
2022-09-03,Region A,12.007142857142856,0.28600000000000003,,,,
2022-09-03,Region G,11.597142857142856,0.8969999999999999,,,,
2022-09-03,Region C,15.947142857142856,1.7160000000000002,,,,
2022-09-03,Region H,3.217142857142857,0.9750000000000001,,,,
2022-09-03,Region F,8.797142857142855,1.118,,,,
2022-09-10,Region D,14.642857142857144,28.299999999999997,,,,
2022-09-10,Region E,14.082857142857144,23.205999999999996,,,,
2022-09-10,Region B,14.282857142857145,26.601999999999997,,,,
2022-09-10,Region A,13.892857142857144,6.225999999999999,,,,
2022-09-10,Region G,13.482857142857144,19.526999999999997,,,,
2022-09-10,Region C,17.832857142857144,37.355999999999995,,,,
2022-09-10,Region H,5.102857142857145,21.224999999999998,,,,
2022-09-10,Region F,10.682857142857145,24.337999999999997,,,,
2022-09-17,Region D,15.400000000000002,0.0,,,,
2022-09-17,Region E,14.840000000000002,0.0,,,,
2022-09-17,Region B,15.040000000000003,0.0,,,,
2022-09-17,Region A,14.650000000000002,0.0,,,,
2022-09-17,Region G,14.240000000000002,0.0,,,,
2022-09-17,Region C,18.590000000000003,0.0,,,,
2022-09-17,Region H,5.860000000000003,0.0,,,,
2022-09-17,Region F,11.440000000000001,0.0,,,,
2022-09-24,Region D,15.271428571428572,11.2,,0.0,1.0,0.0
2022-09-24,Region E,14.711428571428572,9.184,,0.0,1.0,0.0
2022-09-24,Region B,14.911428571428573,10.527999999999999,,0.0,1.0,0.0
2022-09-24,Region A,14.521428571428572,2.464,,0.0,1.0,0.0
2022-09-24,Region G,14.111428571428572,7.727999999999999,,0.0,1.0,0.0
2022-09-24,Region C,18.461428571428574,14.783999999999999,,0.0,1.0,0.0
2022-09-24,Region H,5.731428571428573,8.399999999999999,,0.0,1.0,0.0
2022-09-24,Region F,11.311428571428571,9.632,,0.0,1.0,0.0
2022-10-01,Region D,16.042857142857144,0.3,,,,
2022-10-01,Region E,15.482857142857144,0.24599999999999997,,,,
2022-10-01,Region B,15.682857142857145,0.282,,,,
2022-10-01,Region A,15.292857142857144,0.066,,,,
2022-10-01,Region G,14.882857142857144,0.207,,,,
2022-10-01,Region C,19.232857142857146,0.396,,,,
2022-10-01,Region H,6.502857142857145,0.22499999999999998,,,,
2022-10-01,Region F,12.082857142857144,0.258,,,,
2022-10-08,Region D,16.785714285714285,3.3,,,,
2022-10-08,Region E,16.225714285714286,2.7059999999999995,,,,
2022-10-08,Region B,16.425714285714285,3.102,,,,
2022-10-08,Region A,16.035714285714285,0.726,,,,
2022-10-08,Region G,15.625714285714285,2.2769999999999997,,,,
2022-10-08,Region C,19.975714285714286,4.356,,,,
2022-10-08,Region H,7.2457142857142856,2.4749999999999996,,,,
2022-10-08,Region F,12.825714285714284,2.8379999999999996,,,,
2022-10-15,Region D,15.35714285714286,0.7,,,,
2022-10-15,Region E,14.797142857142859,0.574,,,,
2022-10-15,Region B,14.99714285714286,0.6579999999999999,,,,
2022-10-15,Region A,14.60714285714286,0.154,,,,
2022-10-15,Region G,14.19714285714286,0.48299999999999993,,,,
2022-10-15,Region C,18.54714285714286,0.9239999999999999,,,,
2022-10-15,Region H,5.81714285714286,0.5249999999999999,,,,
2022-10-15,Region F,11.39714285714286,0.602,,,,
2022-10-22,Region D,16.985714285714284,18.7,,,,
2022-10-22,Region E,16.425714285714285,15.333999999999998,,,,
2022-10-22,Region B,16.625714285714285,17.578,,,,
2022-10-22,Region A,16.235714285714284,4.114,,,,
2022-10-22,Region G,15.825714285714284,12.902999999999999,,,,
2022-10-22,Region C,20.175714285714285,24.684,,,,
2022-10-22,Region H,7.445714285714285,14.024999999999999,,,,
2022-10-22,Region F,13.025714285714283,16.082,,,,
2022-10-29,Region D,20.54285714285714,5.6,,,,
2022-10-29,Region E,19.982857142857142,4.592,,,,
2022-10-29,Region B,20.18285714285714,5.263999999999999,,,,
2022-10-29,Region A,19.79285714285714,1.232,,,,
2022-10-29,Region G,19.38285714285714,3.8639999999999994,,,,
2022-10-29,Region C,23.732857142857142,7.3919999999999995,,,,
2022-10-29,Region H,11.002857142857142,4.199999999999999,,,,
2022-10-29,Region F,16.58285714285714,4.816,,,,
2022-11-05,Region D,17.142857142857142,2.2,,,,
2022-11-05,Region E,16.582857142857144,1.804,,,,
2022-11-05,Region B,16.782857142857143,2.068,,,,
2022-11-05,Region A,16.392857142857142,0.48400000000000004,,,,
2022-11-05,Region G,15.982857142857142,1.518,,,,
2022-11-05,Region C,20.332857142857144,2.9040000000000004,,,,
2022-11-05,Region H,7.602857142857143,1.6500000000000001,,,,
2022-11-05,Region F,13.182857142857141,1.8920000000000001,,,,
2022-11-12,Region D,21.057142857142857,0.0,,,,
2022-11-12,Region E,20.497142857142858,0.0,,,,
2022-11-12,Region B,20.697142857142858,0.0,,,,
2022-11-12,Region A,20.307142857142857,0.0,,,,
2022-11-12,Region G,19.897142857142857,0.0,,,,
2022-11-12,Region C,24.247142857142858,0.0,,,,
2022-11-12,Region H,11.517142857142858,0.0,,,,
2022-11-12,Region F,17.097142857142856,0.0,,,,
2022-11-19,Region D,23.571428571428577,29.4,,,,
2022-11-19,Region E,23.011428571428578,24.107999999999997,,,,
2022-11-19,Region B,23.211428571428577,27.635999999999996,,,,
2022-11-19,Region A,22.821428571428577,6.468,,,,
2022-11-19,Region G,22.411428571428576,20.285999999999998,,,,
2022-11-19,Region C,26.761428571428578,38.808,,,,
2022-11-19,Region H,14.031428571428577,22.049999999999997,,,,
2022-11-19,Region F,19.611428571428576,25.284,,,,
2022-11-26,Region D,21.52857142857143,38.1,,,,
2022-11-26,Region E,20.96857142857143,31.242,,,,
2022-11-26,Region B,21.16857142857143,35.814,,,,
2022-11-26,Region A,20.77857142857143,8.382,,,,
2022-11-26,Region G,20.36857142857143,26.288999999999998,,,,
2022-11-26,Region C,24.71857142857143,50.292,,,,
2022-11-26,Region H,11.98857142857143,28.575000000000003,,,,
2022-11-26,Region F,17.568571428571428,32.766,,,,
2022-12-03,Region D,23.41428571428571,27.7,,,,
2022-12-03,Region E,22.854285714285712,22.714,,,,
2022-12-03,Region B,23.05428571428571,26.037999999999997,,,,
2022-12-03,Region A,22.66428571428571,6.094,,,,
2022-12-03,Region G,22.25428571428571,19.113,,,,
2022-12-03,Region C,26.604285714285712,36.564,,,,
2022-12-03,Region H,13.874285714285712,20.775,,,,
2022-12-03,Region F,19.45428571428571,23.822,,,,
2022-12-10,Region D,26.842857142857145,44.3,,,,
2022-12-10,Region E,26.282857142857146,36.32599999999999,,,,
2022-12-10,Region B,26.482857142857146,41.641999999999996,,,,
2022-12-10,Region A,26.092857142857145,9.745999999999999,,,,
2022-12-10,Region G,25.682857142857145,30.566999999999997,,,,
2022-12-10,Region C,30.032857142857146,58.476,,,,
2022-12-10,Region H,17.302857142857146,33.224999999999994,,,,
2022-12-10,Region F,22.882857142857144,38.098,,,,
2022-12-17,Region D,23.571428571428577,8.1,,1.0,0.0,0.0
2022-12-17,Region E,23.011428571428578,6.6419999999999995,,1.0,0.0,0.0
2022-12-17,Region B,23.211428571428577,7.613999999999999,,1.0,0.0,0.0
2022-12-17,Region A,22.821428571428577,1.782,,1.0,0.0,0.0
2022-12-17,Region G,22.411428571428576,5.5889999999999995,,1.0,0.0,0.0
2022-12-17,Region C,26.761428571428578,10.692,,1.0,0.0,0.0
2022-12-17,Region H,14.031428571428577,6.074999999999999,,1.0,0.0,0.0
2022-12-17,Region F,19.611428571428576,6.965999999999999,,1.0,0.0,0.0
2022-12-24,Region D,23.54285714285714,11.7,,,,
2022-12-24,Region E,22.982857142857142,9.594,,,,
2022-12-24,Region B,23.18285714285714,10.998,,,,
2022-12-24,Region A,22.79285714285714,2.574,,,,
2022-12-24,Region G,22.38285714285714,8.072999999999999,,,,
2022-12-24,Region C,26.732857142857142,15.443999999999999,,,,
2022-12-24,Region H,14.002857142857142,8.774999999999999,,,,
2022-12-24,Region F,19.58285714285714,10.062,,,,
2022-12-31,Region D,23.657142857142855,0.2,,0.0,0.0,2.0
2022-12-31,Region E,23.097142857142856,0.164,,0.0,0.0,2.0
2022-12-31,Region B,23.297142857142855,0.188,,0.0,0.0,2.0
2022-12-31,Region A,22.907142857142855,0.044000000000000004,,0.0,0.0,2.0
2022-12-31,Region G,22.497142857142855,0.13799999999999998,,0.0,0.0,2.0
2022-12-31,Region C,26.847142857142856,0.264,,0.0,0.0,2.0
2022-12-31,Region H,14.117142857142856,0.15000000000000002,,0.0,0.0,2.0
2022-12-31,Region F,19.697142857142854,0.17200000000000001,,0.0,0.0,2.0
2023-01-07,Region D,24.428571428571427,5.7,84.41734877112269,,,
2023-01-07,Region E,23.86857142857143,4.6739999999999995,78.28450876050286,,,
2023-01-07,Region B,24.068571428571428,5.358,77.40298179707877,,,
2023-01-07,Region A,23.678571428571427,1.254,74.112292509355,,,
2023-01-07,Region G,23.268571428571427,3.933,73.0331957133071,,,
2023-01-07,Region C,27.61857142857143,7.524000000000001,77.40298179707877,,,
2023-01-07,Region H,14.888571428571428,4.275,71.17424908242356,,,
2023-01-07,Region F,20.468571428571426,4.902,77.79579892677313,,,
2023-01-14,Region D,25.38571428571429,1.6,84.41734877112269,,,
2023-01-14,Region E,24.82571428571429,1.312,78.28450876050286,,,
2023-01-14,Region B,25.02571428571429,1.504,77.40298179707877,,,
2023-01-14,Region A,24.63571428571429,0.35200000000000004,74.112292509355,,,
2023-01-14,Region G,24.22571428571429,1.1039999999999999,73.0331957133071,,,
2023-01-14,Region C,28.57571428571429,2.112,77.40298179707877,,,
2023-01-14,Region H,15.84571428571429,1.2000000000000002,71.17424908242356,,,
2023-01-14,Region F,21.42571428571429,1.3760000000000001,77.79579892677313,,,
2023-01-21,Region D,26.77142857142857,16.5,84.41734877112269,,,
2023-01-21,Region E,26.21142857142857,13.53,78.28450876050286,,,
2023-01-21,Region B,26.41142857142857,15.51,77.40298179707877,,,
2023-01-21,Region A,26.02142857142857,3.63,74.112292509355,,,
2023-01-21,Region G,25.61142857142857,11.385,73.0331957133071,,,
2023-01-21,Region C,29.96142857142857,21.78,77.40298179707877,,,
2023-01-21,Region H,17.23142857142857,12.375,71.17424908242356,,,
2023-01-21,Region F,22.811428571428568,14.19,77.79579892677313,,,
2023-01-28,Region D,26.571428571428577,20.0,84.41734877112269,,,
2023-01-28,Region E,26.011428571428578,16.4,78.28450876050286,,,
2023-01-28,Region B,26.211428571428577,18.799999999999997,77.40298179707877,,,
2023-01-28,Region A,25.821428571428577,4.4,74.112292509355,,,
2023-01-28,Region G,25.411428571428576,13.799999999999999,73.0331957133071,,,
2023-01-28,Region C,29.761428571428578,26.400000000000002,77.40298179707877,,,
2023-01-28,Region H,17.031428571428577,15.0,71.17424908242356,,,
2023-01-28,Region F,22.611428571428576,17.2,77.79579892677313,,,
2023-02-04,Region D,24.400000000000002,17.0,80.90856665744201,,,
2023-02-04,Region E,23.840000000000003,13.94,74.36996208033214,,,
2023-02-04,Region B,24.040000000000003,15.979999999999999,73.03411482030161,,,
2023-02-04,Region A,23.650000000000002,3.74,69.88430728662121,,,
2023-02-04,Region G,23.240000000000002,11.729999999999999,69.16720476325284,,,
2023-02-04,Region C,27.590000000000003,22.44,73.03411482030161,,,
2023-02-04,Region H,14.860000000000003,12.75,68.00998015035142,,,
2023-02-04,Region F,20.44,14.62,74.45927340389672,,,
2023-02-11,Region D,27.371428571428574,2.3,80.90856665744201,,,
2023-02-11,Region E,26.811428571428575,1.8859999999999997,74.36996208033214,,,
2023-02-11,Region B,27.011428571428574,2.162,73.03411482030161,,,
2023-02-11,Region A,26.621428571428574,0.506,69.88430728662121,,,
2023-02-11,Region G,26.211428571428574,1.5869999999999997,69.16720476325284,,,
2023-02-11,Region C,30.561428571428575,3.036,73.03411482030161,,,
2023-02-11,Region H,17.831428571428575,1.7249999999999999,68.00998015035142,,,
2023-02-11,Region F,23.411428571428573,1.9779999999999998,74.45927340389672,,,
2023-02-18,Region D,22.87142857142857,20.900000000000002,80.90856665744201,,,
2023-02-18,Region E,22.31142857142857,17.138,74.36996208033214,,,
2023-02-18,Region B,22.51142857142857,19.646,73.03411482030161,,,
2023-02-18,Region A,22.12142857142857,4.598000000000001,69.88430728662121,,,
2023-02-18,Region G,21.71142857142857,14.421000000000001,69.16720476325284,,,
2023-02-18,Region C,26.06142857142857,27.588000000000005,73.03411482030161,,,
2023-02-18,Region H,13.331428571428571,15.675,68.00998015035142,,,
2023-02-18,Region F,18.91142857142857,17.974,74.45927340389672,,,
2023-02-25,Region D,23.9,1.5,80.90856665744201,0.0,0.0,2.0
2023-02-25,Region E,23.34,1.23,74.36996208033214,0.0,0.0,2.0
2023-02-25,Region B,23.54,1.41,73.03411482030161,0.0,0.0,2.0
2023-02-25,Region A,23.15,0.33,69.88430728662121,0.0,0.0,2.0
2023-02-25,Region G,22.74,1.035,69.16720476325284,0.0,0.0,2.0
2023-02-25,Region C,27.09,1.98,73.03411482030161,0.0,0.0,2.0
2023-02-25,Region H,14.36,1.125,68.00998015035142,0.0,0.0,2.0
2023-02-25,Region F,19.939999999999998,1.29,74.45927340389672,0.0,0.0,2.0
2023-03-04,Region D,26.5,5.2,79.42651168283052,,,
2023-03-04,Region E,25.94,4.264,77.5874272995114,,,
2023-03-04,Region B,26.14,4.888,79.96051649558899,,,
2023-03-04,Region A,25.75,1.1440000000000001,73.27628722991642,,,
2023-03-04,Region G,25.34,3.5879999999999996,73.3752537201147,,,
2023-03-04,Region C,29.69,6.864000000000001,79.96051649558899,,,
2023-03-04,Region H,16.96,3.9000000000000004,72.59392995280007,,,
2023-03-04,Region F,22.54,4.472,76.0102208178153,,,
2023-03-11,Region D,27.357142857142858,0.0,79.42651168283052,,,
2023-03-11,Region E,26.79714285714286,0.0,77.5874272995114,,,
2023-03-11,Region B,26.997142857142858,0.0,79.96051649558899,,,
